"run_id","run_seed","regime","total_manuscripts_spawned","majority_text","pct_sampled_witnesses_with_pa","pct_majority_disagree_autograph","pct_all_witnesses_with_pa","ideal_majority_text","pct_ideal_majority_disagree_autograph"
284,1092143282,"insertion",276983,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.610342910369627e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
284,1092143282,"omission",276983,"1111411111111111111111111111111111111111111111111211111111111111111111111111111111111111111111111111",0.997,0.02,0.9950899336418974,"1111411111111111111111111111111111111111111111111211111111111111111111111111111111111111111111111111",0.02
285,621107508,"insertion",276887,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.611594663507725e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
285,621107508,"omission",276887,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9956666666666667,0.0,0.9922711874200935,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
286,1631325835,"insertion",277022,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.021333333333333333,0.0,0.01820078622198317,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
286,1631325835,"omission",277022,"1111111111111111111111111111111111111111111111141111111111111111111111111111111111111111111111111111",1.0,0.01,0.999635406702019,"1111111111111111111111111111111111111111111111141111111111111111111111111111111111111111111111111111",0.01
287,938019811,"insertion",277490,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.007666666666666666,0.0,0.00730479406390884,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
287,938019811,"omission",277490,"1111111111111111111511111111111111121111111111111111111111111111111111111111111111111111111111111111",0.9993333333333333,0.02,0.9989765360068327,"1111111111111111111511111111111111121111111111111111111111111111111111111111111111111111111111111111",0.02
288,3917291653,"insertion",276346,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0016666666666666668,0.0,0.0007852503211565253,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
288,3917291653,"omission",276346,"1111111111111111111111111111111111111111111111111111111141111111111111111111111111111111111111111111",0.998,0.01,0.9961099350449619,"1111111111111111111111111111111111111111111111111111111141111111111111111111111111111111111111111111",0.01
289,1971657923,"insertion",277126,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.6084799278304014e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
289,1971657923,"omission",277126,"1111111111111140111111111111111411111111111111111111111111111111111111111111111111111111111111111111",1.0,0.03,0.9999963915200721,"1111111111111140111111111111111411111111111111111111111111111111111111111111111111111111111111111111",0.03
290,3275220549,"insertion",276612,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.6151852240149526e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
290,3275220549,"omission",276612,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9993333333333333,0.0,0.9985141588729298,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
291,2637746508,"insertion",276638,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.004666666666666667,0.0,0.004912574962857463,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
291,2637746508,"omission",276638,"3111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.999,0.01,0.9978563966497612,"3111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.01
292,636770492,"insertion",276725,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.6137089663346872e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
292,636770492,"omission",276725,"1411111111111111111111111111111111111111111151111111111111111111111111111111111111111111111111111111",1.0,0.02,0.9999963862910337,"1411111111111111111111111111111111111111111151111111111111111111111111111111111111111111111111111111",0.02
293,786865889,"insertion",277203,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0016666666666666668,0.0,0.0013275517492658782,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
293,786865889,"omission",277203,"1111111111115111111111211111111111111111111111111111111111111111111111111111111111111111111111111111",1.0,0.02,0.9999891775672615,"1111111111115111111111211111111111111111111111111111111111111111111111111111111111111111111111111111",0.02
294,691280680,"insertion",276397,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,1.447198946439167e-05,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
294,691280680,"omission",276397,"1111111111111111111111111111111111111111111111111111111111113111111111111111111111111111111111111111",0.999,0.01,0.9982127093011476,"1111111111111111111111111111111111111111111111111111111111113111111111111111111111111111111111111111",0.01
295,53222992,"insertion",276639,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,7.229664760445058e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
295,53222992,"omission",276639,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9943333333333333,0.0,0.9928787802109617,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
296,2186461696,"insertion",277039,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.60961312166562e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
296,2186461696,"omission",277039,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9963333333333333,0.0,0.995423010561728,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
297,2075130969,"insertion",276535,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.007,0.0,0.008378716541184808,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
297,2075130969,"omission",276535,"1111111111111111111111121111111111111111111111111111111111111111111111111111511111111111111111111111",1.0,0.02,0.999989151424418,"1111111111111111111111121111111111111111111111111111111111111111111111111111511111111111111111111111",0.02
298,1993096398,"insertion",277221,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.005333333333333333,0.0,0.0048697785152586395,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
298,1993096398,"omission",277221,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.994,0.0,0.990386696486545,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
299,1377014909,"insertion",277339,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.605708557788691e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
299,1377014909,"omission",277339,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9993333333333333,0.0,0.9991670813231508,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
300,1676680711,"insertion",277034,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.014333333333333333,0.0,0.011756722123357145,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
300,1676680711,"omission",277034,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111211111111111111",0.9986666666666667,0.01,0.9971122573844993,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111211111111111111",0.01
301,362076479,"insertion",276774,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.008666666666666666,0.0,0.009704703854783524,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
301,362076479,"omission",276774,"1111111111111111111111111111111111111111111111111111111111111111111111111114111111111111111111111111",0.9983333333333333,0.01,0.9967988206942151,"1111111111111111111111111111111111111111111111111111111111111111111111111114111111111111111111111111",0.01
302,4101736528,"insertion",277133,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.022333333333333334,0.0,0.016436210903107543,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
302,4101736528,"omission",277133,"1111111111111112111111111111111111111111111111111111111111111111111111111111111111111111111111111111",1.0,0.01,0.9999963916112178,"1111211111111112111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.02
303,2625029912,"insertion",276724,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,7.2274440505487435e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
303,2625029912,"omission",276724,"1111111111111111111111111111111111111111111111111111111111111111111111111211111111111111111111111131",1.0,0.02,0.9999927725559494,"1111111111111111111111111111111111111111111111111111111111111111111111111211111111111111111111111131",0.02
304,428991971,"insertion",277374,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0036666666666666666,0.0,0.004488540701510241,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
304,428991971,"omission",277374,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9996666666666667,0.0,0.9994087384136163,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
305,1108392100,"insertion",277362,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.6054095564985705e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
305,1108392100,"omission",277362,"1111111111111111111111111111111111111111111111111111111111111111111111111121111111111111111111111111",1.0,0.01,0.9996466698634632,"1111111111111111111111111111111111111111111111111111111111111111111111111121111111111111111111111111",0.01
306,599735915,"insertion",276928,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.6110599544284236e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
306,599735915,"omission",276928,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9966666666666667,0.0,0.9936012017607528,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
307,1218855782,"insertion",276822,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.001,0.0,0.0013546660116103908,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
307,1218855782,"omission",276822,"1111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111",0.9976666666666667,0.01,0.9950365037334595,"1111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111",0.01
308,2473814793,"insertion",277433,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,1.4417947460999452e-05,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
308,2473814793,"omission",277433,"1111111111111111111111111111111111111111151111111111111111111111111111111111111111111111111111111111",1.0,0.01,0.9999963955131348,"1111111111111111111111111111111111111111151111111111111111111111111111111111111111111111111111111111",0.01
309,1413441247,"insertion",277184,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.02266666666666667,0.0,0.024435120479971716,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
309,1413441247,"omission",277184,"1111111111111111111111111111111111111112111111111111111111111111111111111111111111111111111111111111",0.998,0.01,0.9977307410627636,"1111111111111111111111111111111111111112111111111111111111111111111111111111111111111111111111111111",0.01
310,2346749429,"insertion",276646,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0023333333333333335,0.0,0.0038569285546458457,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
310,2346749429,"omission",276646,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9973333333333333,0.0,0.9961792188544886,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
311,1086031912,"insertion",277061,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,1.0827979499025481e-05,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
311,1086031912,"omission",277061,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9956666666666667,0.0,0.9906698909983397,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
312,4147422088,"insertion",277333,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.004666666666666667,0.0,0.005495218727013111,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
312,4147422088,"omission",277333,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",1.0,0.0,0.9999963942134337,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
313,3127489408,"insertion",277107,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.6087273462140844e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
313,3127489408,"omission",277107,"1111111111111111111111111111111111111111111111111111111112111111111111111111111111111111111111111111",0.9986666666666667,0.01,0.9971238443050674,"1111111111111111111111111111111111111111111111111111111112111111111111111111111111111111111111111111",0.01
314,563278293,"insertion",277187,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.005333333333333333,0.0,0.004404984378720426,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
314,563278293,"omission",277187,"1111111111111111111111111111111111111111111121111111111111111111111111111111111111111111111111111111",0.9983333333333333,0.01,0.9973663893558837,"1111111111111111111111111111111111111111111121111111111111111111111111111111111111111111111111111111",0.01
315,3994349162,"insertion",276780,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.6129908699720717e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
315,3994349162,"omission",276780,"1111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111",0.9933333333333333,0.01,0.9871702694207292,"1111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111",0.01
316,1622203204,"insertion",277350,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,7.211131101968999e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
316,1622203204,"omission",277350,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",1.0,0.0,0.999996394434449,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
317,893680031,"insertion",276829,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.005,0.0,0.003868828297715549,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
317,893680031,"omission",276829,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",1.0,0.0,0.9999927752972965,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
318,3116125150,"insertion",277170,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.007,0.0,0.005011382946866353,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
318,3116125150,"omission",277170,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111",0.999,0.01,0.9969585343238241,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111",0.01
319,2923639176,"insertion",277180,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,0.0003138765923825398,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
319,2923639176,"omission",277180,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111311111111111",0.997,0.01,0.9962190497837138,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111311111111111",0.01
320,1679187582,"insertion",276900,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.611425104460471e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
320,1679187582,"omission",276900,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9963333333333333,0.0,0.995153467509814,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
321,33219263,"insertion",277248,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,1.0820676147983567e-05,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
321,33219263,"omission",277248,"1111111111111111111111111241111111111111111111111111111111111111111111111111111111111111111111111111",1.0,0.02,0.9998485105339282,"1111111111111111111111111241111111111111111111111111111111111111111111111111111111111111111111111111",0.02
322,2171279120,"insertion",277315,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0026666666666666666,0.0,0.002581910758201894,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
322,2171279120,"omission",277315,"1111111111111111111111110111111111111131111111111111111111111111111111111111111111111111111111111111",1.0,0.02,0.999992787958776,"1111111111111111111111110111111111111131111111111111111111111111111111111111111111111111111111111111",0.02
323,2019294908,"insertion",276922,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.611138194647571e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
323,2019294908,"omission",276922,"1111111111111111111121111111111111111111111111111111111111111111111111111111111111111111111111111111",0.997,0.01,0.9962733053831238,"1111111111111111111121111111111111111111111111111111111111111111111111111111111111111111111111111111",0.01
324,207607893,"insertion",277372,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.005333333333333333,0.0,0.004827469346110444,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
324,207607893,"omission",277372,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9986666666666667,0.0,0.9979774381604422,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
325,2249070585,"insertion",277136,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.608349721254984e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
325,2249070585,"omission",277136,"1111111111111111111111111111111111111111111111111111111111111111111311111111111111111121111111111111",0.9956666666666667,0.02,0.9938152885777689,"1111111111111111111111111111111111111111111111111111111111111111111311111111111111111121111111111111",0.02
326,4039261746,"insertion",277267,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.606644882531576e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
326,4039261746,"omission",277267,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",1.0,0.0,0.9999963933551175,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
327,486081243,"insertion",277482,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,0.0007351854721584541,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
327,486081243,"omission",277482,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9986666666666667,0.0,0.9980539208089924,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
328,2480475823,"insertion",276569,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.007333333333333333,0.0,0.008638020306036852,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
328,2480475823,"omission",276569,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",1.0,0.0,0.9999963842526973,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
329,2351828456,"insertion",276801,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.6127167630057802e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
329,2351828456,"omission",276801,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111",0.999,0.01,0.9984790462427746,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
330,1488436064,"insertion",277273,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0013333333333333333,0.0,0.0010422978158631236,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
330,1488436064,"omission",277273,"1121111111111111111111111111111111111111111111111111111121111111111111111111111111111111111111111111",1.0,0.02,0.9999963934331632,"1121111111111111111111111111111111111111111111111111111121111111111111111111111111111111111111111111",0.02
331,3095365265,"insertion",277035,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.006,0.0,0.007894337879105092,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
331,3095365265,"omission",277035,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111114111111",1.0,0.01,0.9999963903347604,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111114111111",0.01
332,559613222,"insertion",276766,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.6131736310588406e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
332,559613222,"omission",276766,"1111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111",0.9966666666666667,0.01,0.9937455964446371,"1111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111",0.01
333,503026558,"insertion",277023,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.006,0.0,0.006959736049844417,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
333,503026558,"omission",277023,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111114111111111",0.9973333333333333,0.01,0.9973323418356664,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111114111111111",0.01
334,3276314889,"insertion",277223,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,1.0821651961244057e-05,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
334,3276314889,"omission",277223,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9976666666666667,0.0,0.9973847674426993,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
335,24292525,"insertion",276713,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.6138656798404116e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
335,24292525,"omission",276713,"1111111111111111111111111111111111111111111111111111111111111111211111111111111111111111111111111111",0.9943333333333333,0.01,0.9937805371649947,"1111111111111111111111111111111111111111111111111111111111111111211111111111111111111111111111111111",0.01
336,1892554240,"insertion",277470,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.012666666666666666,0.0,0.013331218983021526,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
336,1892554240,"omission",277470,"1111141111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111511",0.9986666666666667,0.02,0.9978484082906559,"1111141111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111511",0.02
337,710229545,"insertion",276997,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,0.001649843319037098,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
337,710229545,"omission",276997,"1111111111111111111141111111111111111111111111111111111111111111111111111111111111111111111111111111",1.0,0.01,0.9999963898395645,"1111111111111111111141111111111111111111111111111111111111111111111111111111111111111111111111111111",0.01
338,3019538435,"insertion",277272,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,1.0819739532803647e-05,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
338,3019538435,"omission",277272,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111311111111111",0.995,0.01,0.9943124235855896,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111311111111111",0.01
339,3554746001,"insertion",277515,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.603421809350159e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
339,3554746001,"omission",277515,"1111111111111111111111111111111111111111111111111111311111111111111111111111111111111111111111111111",0.995,0.01,0.9895320596438378,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
340,3311310557,"insertion",277472,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.603980235772387e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
340,3311310557,"omission",277472,"1111111111111111111111111111111111111211111511111111111111111111111111111111111111111111111111111111",1.0,0.02,0.9999963960197642,"1111111111111111111111111111111111111211111511111111111111111111111111111111111111111111111111111111",0.02
341,250393770,"insertion",277119,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,7.217142156049047e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
341,250393770,"omission",277119,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",1.0,0.0,0.9999963914289219,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
342,918995244,"insertion",277498,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,7.2072851238031405e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
342,918995244,"omission",277498,"1111111111111111111111111151111111111111110111111111111111111111111111111111111111111111111111111111",1.0,0.02,0.9999963963574381,"1111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111",0.01
343,3311814927,"insertion",276630,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,3.6149499871669274e-06,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
343,3311814927,"omission",276630,"1111111111111111111111111111111111111111111111111111111111111111111111111211111111111111111111141111",1.0,0.02,0.9999963850500129,"1111111111111111111111111111111111111111111111111111111111111111111111111211111111111111111111141111",0.02
344,555054616,"insertion",276767,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.017666666666666667,0.0,0.015973782906859947,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
344,555054616,"omission",276767,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.994,0.0,0.9889509549583403,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
345,2460024935,"insertion",276688,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.005333333333333333,0.0,0.003491309674831127,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
345,2460024935,"omission",276688,"1111111111111111111111111111111111111111511111111111111111111111111111111111111111112111111111111111",0.996,0.02,0.9942751195394074,"1111111111111111111111111111111111111111511111111111111111111111111111111111111111112111111111111111",0.02
346,1571046983,"insertion",277075,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0,0.0,2.887315302049272e-05,"0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000",0.0
346,1571046983,"omission",277075,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.9993333333333333,0.0,0.9980763261800096,"1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111",0.0
